,CRASH REPORT NUMBER,CRASH DATE,CRASH YEAR,MONTH,DAY OF MONTH,DAY OF WEEK,TIME OF CRASH,HOUR OF CRASH,COUNTY,CRASH LOCATION (CITY OR RURAL),REPORTING AGENCY,STREET,STREET LOCATION,PRIMARY STREET,SECONDARY STREET,CRASH SEVERITY,CRASH CLASSIFICATION,CRASH ANALYSIS,HIGHEST CONTRIBUTING FACTOR TO CRASH,NUMBER OF PEOPLE IN CRASH,NUMBER OF PEOPLE KILLED,NUMBER OF PEOPLE WITH INCAPACITATING INJURIES,NUMBER OF PEOPLE WITH VISIBLE INJURIES,NUMBER OF PEOPLE WITH NON-VISIBLE INJURIES,NUMBER OF PEOPLE NOT INJURED,NUMBER OF VEHICLES INVOLVED,ALCOHOL INVOLVEMENT,DRUG INVOLVEMENT,PEDESTRIAN INVOLVEMENT,MOTORCYCLE INVOLVEMENT,PEDALCYCLE INVOLVEMENT,HEAVY TRUCK INVOLVEMENT,HAZARDOUS MATERIAL INVOLVEMENT,LIGHTING,WEATHER,HIT AND RUN CRASH,MAXIMUM VEHICLE DAMAGE,HIGHEST ENFORCEMENT ACTION,STATE HIGHWAY DEPT. PROPERTY,"ROAD SYSTEM--RURAL, URBAN, OR INTERSTATE",HIGHWAY ELEMENT,FIRST HARMFUL EVENT OCCURRED,ROAD CHARACTER,ROAD GRADE,DIRECTION OF VEHICLE WITH HIGHEST CONTRIBUTING FACTOR,DIRECTION FROM INTERSECTION,FEET FROM INTERSECTION,MILES FROM INTERSECTION,AMBULANCE NAME,UTM_X,UTM_Y,WGS_X,WGS_Y,MERGED STREETS
1054,757647,6/28/98,1998,June,28,Sunday,1930,19,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BUENA VISTA DR SE,Property Damage Only Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Failed to Yield Right of Way,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.624,35.078,"LEAD AVE SE, BUENA VISTA DR SE"
1055,535436,6/30/98,1998,June,30,Tuesday,1738,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,GRACELAND DR SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - Not Stated and All Other,Other Improper Driving,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,CURVE,Level,,U,9998,0,,,,,,"LEAD AVE SE, GRACELAND DR SE"
1056,782398,7/6/98,1998,July,6,Monday,1517,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,PINE ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Made Improper Turn,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,,UNKNOWN OR N/A,0,0,,,,-106.628,35.0785,"LEAD AVE SE, PINE ST SE"
1057,775363,7/6/98,1998,July,6,Monday,1640,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Passed Stop Sign,3,0,0,0,1,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,,UNKNOWN OR N/A,0,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
1058,716343,7/7/98,1998,July,7,Tuesday,2105,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,CARLISLE BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Made Improper Turn,6,0,0,0,0,6,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,,UNKNOWN OR N/A,0,0,,,,-106.6045,35.0772,"CARLISLE BLVD SE, LEAD AVE SE"
1059,877224,7/8/98,1998,July,8,Wednesday,1742,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Injury Crash,Other Vehicle,Non-Intersection - One Vehicle/Stopped Traffic,Following Too Closely,3,0,0,0,1,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,U,9998,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
1060,865563,7/10/98,1998,July,10,Friday,1944,19,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,R-I25/LEAD AVE-BN,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,5,0,0,0,2,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Hillcrest,,UNKNOWN OR N/A,0,0,,,,,,"LEAD AVE SE, R-I25/LEAD AVE-BN"
1061,775326,7/13/98,1998,July,13,Monday,1520,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MORNINGSIDE DR SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Speed Too Fast for Conditions,2,0,0,0,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Raining,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,,UNKNOWN OR N/A,0,0,ALBUQ AMB,,,-106.6,35.077,"LEAD AVE SE, MORNINGSIDE DR SE"
1062,861107,7/14/98,1998,July,14,Tuesday,1750,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,YALE BLVD SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - One Vehicle/Enter Driveway Access,Following Too Closely,5,0,0,0,0,5,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,DRIVEWAY ACCESS,On Roadway,STRAIGHT,Level,,WEST,9998,0,,,,-106.6221,35.0775,"LEAD AVE SE, YALE BLVD SE"
1063,869832,7/15/98,1998,July,15,Wednesday,2110,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,YALE BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Drove Left Of Center,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dusk,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6221,35.0775,"LEAD AVE SE, YALE BLVD SE"
1064,774976,7/17/98,1998,July,17,Friday,2244,22,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,2ND ST SW,LEAD AVE SW,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,4,0,0,1,1,2,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6498,35.0813,"2ND ST SW, LEAD AVE SW"
1065,791345,7/18/98,1998,July,18,Saturday,1703,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,CARLISLE BLVD SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,3,0,0,0,1,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6045,35.0772,"CARLISLE BLVD SE, LEAD AVE SE"
1066,798653,7/19/98,1998,July,19,Sunday,1358,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BUENA VISTA DR SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Made Improper Turn,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.624,35.078,"LEAD AVE SE, BUENA VISTA DR SE"
1067,774386,7/20/98,1998,July,20,Monday,1635,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,LOCUST ST SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,5,0,0,0,1,4,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.638,35.0798,"LEAD AVE SE, LOCUST ST SE"
1068,791911,7/24/98,1998,July,24,Friday,2132,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,UNIVERSITY BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6274,35.0784,"LEAD AVE SE, UNIVERSITY BLVD SE"
1069,870794,7/24/98,1998,July,24,Friday,1235,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,YALE BLVD SE,Injury Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,4,0,1,0,2,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,WEST,220,0,AAS,,,-106.6221,35.0775,"LEAD AVE SE, YALE BLVD SE"
1070,798393,7/26/98,1998,July,26,Sunday,2204,22,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,GIRARD BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,3,0,0,0,0,3,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6133,35.0773,"LEAD AVE SE, GIRARD BLVD SE"
1071,865227,7/27/98,1998,July,27,Monday,1100,11,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,CEDAR ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Following Too Closely,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,EAST,10,0,,,,-106.634,35.0793,"LEAD AVE SE, CEDAR ST SE"
1072,791913,7/29/98,1998,July,29,Wednesday,2039,20,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,ASH ST SE,Injury Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Alcohol/Drug Involved,6,0,0,0,1,5,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.63,35.0787,"LEAD AVE SE, ASH ST SE"
1073,613024,7/31/98,1998,July,31,Friday,1436,14,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CEDAR ST SE,Injury Crash,Other Vehicle,Non-Intersection - One Vehicle/Enter Driveway Access,Failed to Yield Right of Way,3,0,0,0,1,2,2,Not Involved,,Not Involved,Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,WEST,150,0,,,,-106.634,35.0793,"LEAD AVE SE, CEDAR ST SE"
1074,792081,8/2/98,1998,August,2,Sunday,1015,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,UNIVERSITY BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Made Improper Turn,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Hillcrest,,UNKNOWN OR N/A,0,0,,,,-106.6274,35.0784,"LEAD AVE SE, UNIVERSITY BLVD SE"
1075,791536,8/5/98,1998,August,5,Wednesday,1456,14,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,YALE BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Opposite Direction/One Left Turn,Failed to Yield Right of Way,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6221,35.0775,"YALE BLVD SE, LEAD AVE SE"
1076,866683,8/7/98,1998,August,7,Friday,1100,11,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,CARLISLE BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Improper Lane Change,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6045,35.0772,"LEAD AVE SE, CARLISLE BLVD SE"
1077,791339,8/9/98,1998,August,9,Sunday,1710,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,PRINCETON DR SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - One Vehicle/Making A U-Turn,Made Improper Turn,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,SOUTH,100,0,,,,,,"PRINCETON DR SE, LEAD AVE SE"
1078,775418,8/11/98,1998,August,11,Tuesday,1225,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,VASSAR DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Passed Stop Sign,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,,UNKNOWN OR N/A,0,0,,,,-106.6146,35.0773,"LEAD AVE SE, VASSAR DR SE"
1079,774935,8/12/98,1998,August,12,Wednesday,1846,18,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,COLUMBIA DR SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,4,0,2,0,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,ALB AMB,,,-106.617,35.0773,"LEAD AVE SE, COLUMBIA DR SE"
1080,795609,8/14/98,1998,August,14,Friday,1450,14,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,SECONDARY,OAK ST SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Vehicle Backing,Improper Backing,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dawn,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,On Grade,,SOUTH,10,0,,,,-106.6368,35.0796,"OAK ST SE, LEAD AVE SE"
1081,557272,8/15/98,1998,August,15,Saturday,1302,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,BROADWAY BLVD SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driver Inattention,8,0,1,0,1,6,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,SOUTH,20,0,ALB AMB,,,-106.6452,35.0807,"BROADWAY BLVD SE, LEAD AVE SE"
1082,555426,8/15/98,1998,August,15,Saturday,206,2,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,UNIVERSITY BLVD SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,5,0,0,1,0,4,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,AAS,,,-106.6274,35.0784,"UNIVERSITY BLVD SE, LEAD AVE SE"
1083,870587,8/16/98,1998,August,16,Sunday,1130,11,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,SYCAMORE ST SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,U,9998,0,,,,-106.6321,35.079,"LEAD AVE SE, SYCAMORE ST SE"
1084,781451,8/17/98,1998,August,17,Monday,1448,14,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,,WEST,25,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
1085,775422,8/18/98,1998,August,18,Tuesday,1246,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SIERRA DR SE,Injury Crash,Fixed Object,Fixed Object - Railroad Track,Other - No Driver Error,1,0,0,0,1,0,1,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,NON-INTERSECTION,Off Roadway,CURVE,Level,,U,9998,0,,,,-106.598,35.0762,"LEAD AVE SE, SIERRA DR SE"
1086,812276,8/20/98,1998,August,20,Thursday,1620,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,COLUMBIA DR SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Following Too Closely,4,0,0,0,3,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,EAST,10,0,,,,-106.617,35.0773,"LEAD AVE SE, COLUMBIA DR SE"
1087,535493,8/20/98,1998,August,20,Thursday,747,7,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,WEST,100,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
1088,535495,8/20/98,1998,August,20,Thursday,747,7,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Following Too Closely,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,,WEST,50,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
1089,865258,8/26/98,1998,August,26,Wednesday,1516,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SOLANO DR SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Excessive Speed,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Disabling,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,On Grade,,EAST,30,0,,,,-106.6022,35.0773,"LEAD AVE SE, SOLANO DR SE"
1090,798527,8/27/98,1998,August,27,Thursday,1923,19,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,COLUMBIA DR SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,4,0,0,1,1,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.617,35.0773,"COLUMBIA DR SE, LEAD AVE SE"
1091,691800,8/29/98,1998,August,29,Saturday,1102,11,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,RICHMOND DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,,,,-106.6108,35.0773,"LEAD AVE SE, RICHMOND DR SE"
1092,799383,9/2/98,1998,September,2,Wednesday,1330,13,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,YALE BLVD SE,Property Damage Only Crash,Other (Object),Other Object - Object Dropped From Vehicle - Construction Material,None,1,0,0,0,0,1,1,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,,U,9998,0,,,,-106.6221,35.0775,"LEAD AVE SE, YALE BLVD SE"
1093,865492,9/4/98,1998,September,4,Friday,1026,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CEDAR ST SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Failed to Yield Right of Way,4,0,1,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,ALB AMB,,,-106.634,35.0793,"LEAD AVE SE, CEDAR ST SE"
1094,861638,9/7/98,1998,September,7,Monday,23,0,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,UNIVERSITY BLVD SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,7,0,3,0,2,2,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Disabling,BOOKED,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,,UNKNOWN OR N/A,0,0,ALB AMB,,,-106.6274,35.0784,"LEAD AVE SE, UNIVERSITY BLVD SE"
1095,870742,9/8/98,1998,September,8,Tuesday,2113,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CARLISLE BLVD SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Failed to Yield Right of Way,4,0,0,2,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,No,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Hillcrest,,UNKNOWN OR N/A,0,0,ALB AMB,,,-106.6045,35.0772,"LEAD AVE SE, CARLISLE BLVD SE"
1096,798522,9/8/98,1998,September,8,Tuesday,1405,14,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SOLANO DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Passed Stop Sign,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,No,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Hillcrest,,UNKNOWN OR N/A,0,0,,,,-106.6022,35.0773,"LEAD AVE SE, SOLANO DR SE"
